集計年,都道府県コード,都道府県名,男女区分,0～4歳（人）,5～9歳（人）,10～14歳（人）,15～19歳（人）,20～24歳（人）,25～29歳（人）,30～34歳（人）,35～39歳（人）,40～44歳（人）,45～49歳（人）,50～54歳（人）,55～59歳（人）,60～64歳（人）,65～69歳（人）,70～74歳（人）,75～79歳（人）,80～84歳（人）,85～89歳（人）,90歳以上（人）
2005,16,富山県,女,23042,24619,24740,24700,23865,30855,39037,33448,31975,32101,38633,49800,40332,35757,36300,31842,23745,14849,10051
2010,16,富山県,男,21975,24740,26137,24511,22530,27680,34141,41948,34887,31767,31413,37054,47436,35841,28250,24300,17490,8194,3605
2010,16,富山県,女,20763,23475,24846,23074,21541,25993,31899,39989,34141,32107,32210,38507,49244,39507,34521,34070,28249,18443,12632
2015,16,富山県,男,20381,21859,24694,24936,22613,23926,28075,34100,41776,34606,31387,30887,35866,45021,32871,24406,18844,11135,5001
2015,16,富山県,女,19335,20752,23412,23506,21208,22453,25856,31774,39793,33758,31890,31911,37914,48315,38204,32495,30366,22247,16345
2020,16,富山県,男,17810,20252,21791,23868,23689,23571,24100,27896,33778,41225,34010,30683,29760,33928,41381,28539,19168,12331,7133
2020,16,富山県,女,16900,19281,20675,22516,22365,21948,22371,25722,31575,39351,33475,31535,31382,37135,46701,35956,29128,24343,20888
2025,16,富山県,男,15814,17709,20205,21083,22699,24639,23766,23980,27661,33348,40525,33282,29628,28230,31261,36307,22651,12807,8752
2025,16,富山県,女,15001,16863,19230,19897,21456,23134,21915,22290,25588,31237,39022,33131,31055,30768,35926,44148,32409,23681,24791
2030,16,富山県,男,14918,15728,17676,19559,20068,23614,24819,23647,23787,27327,32800,39668,32178,28166,26112,27507,29305,15393,9812
2030,16,富山県,女,14155,14975,16820,18507,18973,22200,23081,21832,22180,25324,30990,38626,32650,30475,29817,34006,40097,26618,26660
2035,16,富山県,男,14311,14839,15699,17112,18613,20931,23785,24679,23453,23505,26896,32135,38355,30642,26143,23124,22306,20448,11688
2035,16,富山県,女,13576,14132,14939,16190,17642,19671,22150,22986,21727,21957,25134,30691,38075,32066,29575,28309,30928,33427,29713
2040,16,富山県,男,13557,14236,14814,15205,16288,19419,21099,23650,24481,23185,23149,26382,31105,36547,28519,23266,18950,15670,15517
2040,16,富山県,女,12861,13557,14095,14383,15433,18290,19642,22058,22871,21513,21796,24909,30275,37393,31151,28147,25871,25847,36300
1980,17,石川県,男,42662,50907,42686,38550,34294,39402,52902,41795,34695,35176,33268,25775,21536,19361,14536,9037,4080,1364,287
1980,17,石川県,女,40804,48331,40578,37291,34950,40396,52492,42169,36627,38367,36455,31968,26990,25248,19494,13345,7042,2833,953
1985,17,石川県,男,36025,42934,51148,41528,35496,34462,40194,53257,41665,34214,34287,32150,24687,19723,16605,11148,5524,1920,507
1985,17,石川県,女,34316,41153,48533,40214,35723,35558,41070,52970,42241,36350,37940,35954,31212,25860,23456,16875,9934,3982,1238
1990,17,石川県,男,31164,35931,42962,49382,38633,33521,34527,39961,52791,40980,33304,32998,30599,22977,17477,13207,7367,2713,718
1990,17,石川県,女,29831,34316,40967,47531,37918,35208,35457,40967,52651,41530,35835,37449,35136,29957,24276,20891,13166,6022,1921
1995,17,石川県,男,28933,31746,36164,43079,48281,36883,34847,35303,40616,52656,40541,32653,31770,28519,20492,14231,9097,3867,1102
1995,17,石川県,女,27842,30432,34624,40070,45385,37865,35940,36091,41199,52490,41302,35635,36732,34080,28483,22003,16892,8760,3379
2000,17,石川県,男,28980,29066,31514,35832,41415,44506,37190,34914,34917,39765,51202,39144,31418,29616,25470,17102,10275,5015,1684
2000,17,石川県,女,27659,28079,30271,33058,36344,44153,37852,35884,35780,40513,51642,40599,35009,35619,32420,26215,18464,11992,5794
2005,17,石川県,男,26904,28959,28748,32272,34400,36143,43758,36768,34277,34194,38759,49656,37894,29820,26899,21606,12787,6288,2654
2005,17,石川県,女,25909,27485,27701,29083,30093,35113,43100,37238,35423,35193,39936,51020,40182,34212,34142,30284,22814,14231,9288
2010,17,石川県,男,25107,27223,28883,29790,30569,30521,36869,44632,36930,34211,33855,37994,48527,36027,27185,23001,16210,7888,3542
2010,17,石川県,女,24443,26079,27548,26965,27173,30097,35933,43658,37637,35254,35023,39737,50576,39285,32817,32123,27070,17966,12223
2015,17,石川県,男,23967,25142,27110,29527,29960,29162,31235,37555,44865,37149,34166,33447,37206,46497,33306,23661,17802,10482,4969
2015,17,石川県,女,22739,24352,26025,27057,26157,27151,30316,35982,43637,37350,35021,34782,39382,49730,38001,31152,28971,21653,16260
2020,17,石川県,男,21130,23909,24998,27516,29701,28827,29336,31345,37301,44515,36638,33379,32344,35322,42906,29024,18508,11762,6957
2020,17,石川県,女,20047,22619,24265,25701,26730,26205,27207,30212,35810,43208,36986,34642,34298,38535,47936,35882,28082,23413,20872
2025,17,石川県,男,19148,21093,23793,25444,27770,28728,29025,29454,31172,37034,43905,35835,32362,30794,32660,37761,22982,12512,8569
2025,17,石川県,女,18166,19953,22552,23997,25473,26817,26312,27151,30107,35475,42793,36611,34203,33604,37185,45448,32528,23051,24703
2030,17,石川県,男,18308,19116,20991,24214,25769,26910,28913,29128,29290,30974,36541,42943,34795,30889,28576,28833,30409,15805,9757
2030,17,石川県,女,17370,18086,19897,22331,23878,25572,26911,26250,27058,29840,35154,42372,36180,33553,32484,35297,41483,26994,26759
2035,17,石川県,男,17704,18280,19024,21361,24539,24900,27086,29008,28959,29101,30584,35767,41696,33277,28766,25396,23344,21444,12043
2035,17,石川県,女,16794,17294,18040,19708,22258,23982,25661,26843,26157,26826,29579,34825,41874,35535,32496,30916,32269,34928,30560
2040,17,石川県,男,16843,17673,18189,19366,21658,23665,25076,27176,28837,28775,28737,29971,34768,39891,31076,25719,20812,16588,16390
2040,17,石川県,女,15983,16720,17248,17871,19655,22347,24072,25593,26745,25932,26599,29326,34439,41140,34465,31010,28392,27257,38366
1980,18,福井県,男,29330,33748,29684,27288,21944,28035,34030,27635,24878,27359,27207,18951,15505,14168,11582,7646,3756,1220,258
1980,18,福井県,女,28028,32360,28346,26435,23846,28574,33287,27916,26411,28680,27848,24730,20627,18919,14664,10328,5741,2585,728
1985,18,福井県,男,26333,29760,33891,27442,23002,25238,29597,34836,27921,24879,26933,26388,18084,14352,12312,8997,4929,1746,461
1985,18,福井県,女,25209,28535,32407,26389,24126,25539,29026,33536,27760,26159,28331,27377,24116,19629,17505,12624,7729,3377,1133
1990,18,福井県,男,23758,26435,29490,31054,22555,24566,25723,29797,34872,27635,24451,26216,25172,16773,12651,9818,6001,2496,683
1990,18,福井県,女,22529,25323,28463,29485,23102,24955,25584,29013,33258,27298,25818,27878,26865,23100,18489,15554,9860,4794,1721
1995,18,福井県,男,21787,24011,26355,27838,27526,24230,25179,25886,29652,34209,26950,23557,24791,23425,14958,10390,6842,3179,1037
1995,18,福井県,女,20333,22794,25313,25567,26063,24636,25359,25783,29002,33112,27239,25638,27375,26053,22034,16744,12667,6602,2797
2000,18,福井県,男,20873,21968,23965,24580,24053,28828,24933,25343,25919,29282,33675,26316,22696,23158,21009,12567,7563,3864,1561
2000,18,福井県,女,20071,20447,22819,22873,22383,28086,24949,25467,25750,28771,32791,26981,25341,26664,24866,20379,14212,9168,4478
2005,18,福井県,男,19030,20827,21782,21844,19576,23932,28328,24250,24757,25289,28455,32589,25091,21320,20967,17837,9513,4523,1980
2005,18,福井県,女,18108,19935,20236,20379,18795,22795,27035,24294,24902,25145,28338,32216,26536,24530,25410,23073,17656,10925,6904
2010,18,福井県,男,17782,19003,20712,20255,17528,20368,24355,28198,24048,24496,24835,27888,31741,24009,19667,18095,13666,5858,2546
2010,18,福井県,女,16852,18059,19784,18438,17374,20226,23496,27286,24570,24943,25100,28252,32012,25924,23746,23947,20529,13852,9103
2015,18,福井県,男,16428,17592,18882,19619,18074,18604,20659,24244,28019,23995,24354,24547,27255,30564,22388,17337,14260,8804,3544
2015,18,福井県,女,15586,16678,17890,18518,16708,17828,19988,23157,27020,24384,24807,24968,28040,31505,25346,22675,21624,16483,12426
2020,18,福井県,男,14359,16248,17459,18149,18153,18661,18593,20367,23844,27618,23558,23765,23667,25914,28337,19670,13740,9377,5340
2020,18,福井県,女,13625,15424,16521,17059,17446,17017,17597,19665,22873,26736,24151,24543,24614,27385,30530,23992,20402,17460,15911
2025,18,福井県,男,13016,14213,16141,16794,16808,18752,18658,18345,20054,23513,27126,23024,22962,22556,24046,25125,15760,9246,6502
2025,18,福井県,女,12352,13491,15290,15762,16094,17781,16832,17340,19442,22637,26488,23920,24228,24067,26551,29022,21714,16732,18646
2030,18,福井県,男,12362,12887,14119,15528,15546,17377,18752,18403,18062,19782,23100,26513,22293,21934,20993,21358,20453,10787,7074
2030,18,福井県,女,11729,12232,13376,14592,14881,16437,17585,16592,17151,19249,22434,26244,23643,23715,23371,25246,26463,18015,19907
2035,18,福井県,男,11825,12238,12804,13588,14366,16093,17383,18497,18120,17820,19441,22583,25678,21339,20480,18750,17450,14357,8215
2035,18,福井県,女,11219,11617,12129,12770,13781,15207,16262,17328,16409,16983,19081,22231,25945,23168,23070,22277,23027,22297,21701
2040,18,福井県,男,11163,11705,12162,12322,12568,14876,16101,17146,18212,17877,17518,19026,21884,24588,19992,18392,15477,12323,10819
2040,18,福井県,女,10590,11114,11519,11581,12056,14083,15048,16028,17141,16251,16841,18912,21989,25442,22581,22045,20408,19435,26021
1980,19,山梨県,男,28032,32825,32319,29735,23318,27798,32544,28162,26576,27190,26975,20188,16590,14646,11674,7624,3672,1325,339
1980,19,山梨県,女,26996,31440,30554,28764,24902,28359,31607,28111,26648,27662,27198,24962,21282,18837,15007,10725,5893,2594,1002
1985,19,山梨県,男,25500,29239,33499,32050,26511,25455,29947,33934,28782,26588,26784,26178,19369,15256,12729,8967,4863,1767,487
1985,19,山梨県,女,24512,27997,32128,30142,25968,25274,28871,32549,28378,26507,27506,26983,24483,20453,17505,12918,7954,3519,1272
1990,19,山梨県,男,23526,26408,29614,33776,28206,26969,26716,30971,34597,28814,26284,26046,25134,18050,13530,10292,6034,2525,701
1990,19,山梨県,女,22500,25307,28494,31345,27619,26321,25906,29562,32940,28269,26414,27299,26617,23769,19251,15453,10149,4964,1865
1995,19,山梨県,男,23145,24614,26863,29945,32721,30174,28975,28320,32185,35288,28958,25907,25144,23455,16242,11137,7248,3250,1080
1995,19,山梨県,女,21987,23558,25881,28155,29891,28834,27608,26997,30260,33177,28509,26471,27202,25988,22705,17473,12716,6915,2939
2000,19,山梨県,男,22301,23609,24778,27007,27424,31629,30401,29361,28450,31836,34465,28082,24955,23552,21152,13641,8190,4205,1635
2000,19,山梨県,女,20899,22304,23703,25152,25774,29642,28919,28039,27173,30198,33138,28629,26493,26609,24984,20977,14872,9159,4604
2005,19,山梨県,男,19577,22109,23293,24343,23621,25265,30616,29413,28482,27416,30871,33368,27437,23751,21414,18050,10379,5171,2357
2005,19,山梨県,女,18318,20635,22121,23101,22066,23975,28440,27720,27059,26452,29730,32917,28528,26000,25677,23333,18361,11482,7066
2010,19,山梨県,男,17481,19835,22236,23081,20677,22073,25390,30625,29600,28253,27272,30211,32700,26261,21846,18374,13816,6550,3014
2010,19,山梨県,女,16594,18447,20744,21937,20012,20760,24356,29016,28486,27414,26698,29850,33044,28136,25097,24046,20584,14331,9526
2015,19,山梨県,男,16079,17396,19703,22020,21333,19892,21886,25173,30435,29273,27931,26684,29342,31344,24283,19014,14431,9087,4268
2015,19,山梨県,女,15256,16375,18267,20597,20149,18861,20466,24089,28694,28140,27116,26472,29593,32579,27238,23629,21435,16363,12632
2020,19,山梨県,男,13831,15976,17282,19566,20936,20793,19635,21577,24851,29912,28715,27142,25692,27832,28928,21169,15056,9698,6150
2020,19,山梨県,女,13120,15080,16228,18197,19631,19472,18628,20245,23813,28350,27806,26823,26130,29022,31502,25641,21155,17308,15712
2025,19,山梨県,男,12465,13753,15886,17204,18633,20519,20544,19387,21324,24434,29372,27947,26192,24440,25718,25478,16951,10326,7405
2025,19,山梨県,女,11825,12985,14955,16197,17375,19124,19248,18447,20036,23538,28026,27523,26512,25650,28073,29794,23105,17330,18187
2030,19,山梨県,男,11803,12404,13679,15826,16440,18333,20289,20276,19173,20973,24013,28622,27036,24989,22667,22691,20739,11804,8360
2030,19,山梨県,女,11200,11700,12879,14937,15526,17005,18932,19043,18255,19809,23282,27770,27244,26062,24853,26559,27064,19135,19705
2035,19,山梨県,男,11265,11746,12332,13636,15125,16217,18159,20022,20044,18867,20630,23427,27751,25859,23250,20121,18519,14795,9662
2035,19,山梨県,女,10688,11083,11614,12872,14328,15240,16856,18737,18840,18059,19599,23078,27527,26821,25290,23570,24130,22753,21909
2040,19,山梨県,男,10559,11209,11680,12298,13039,14929,16078,17936,19788,19726,18573,20150,22748,26604,24133,20753,16589,13247,12177
2040,19,山梨県,女,10019,10575,10999,11602,12353,14075,15132,16697,18543,18634,17869,19438,22895,27137,26063,24040,21516,20298,26054
1980,20,長野県,男,75757,86393,78473,67339,50482,68956,85056,75613,68219,71575,72677,57093,43903,39966,31640,21261,10374,3319,783
1980,20,長野県,女,71786,81747,74457,66045,57620,71080,83814,74881,70041,74729,77208,68902,56959,50935,40788,29372,16361,6363,1958
1985,20,長野県,男,64821,77041,87248,72279,54602,62033,72860,87072,75979,67715,70459,70879,54901,40674,34924,24655,13667,5066,1191
1985,20,長野県,女,61733,73119,82587,69484,58574,62480,71862,84873,74914,69739,74079,76363,67603,54646,47185,35283,21832,9543,2951
1990,20,長野県,男,58103,65806,77538,79467,57872,62710,63950,74073,87420,75262,66622,68650,68375,51648,36261,28338,16739,7074,1913
1990,20,長野県,女,55363,62521,73558,76200,60784,62335,63152,72322,84811,74386,69053,73503,75178,65403,51495,41927,27710,13783,4915
1995,20,長野県,男,55290,59795,66725,70668,68673,70130,67064,66842,76022,88232,74921,65744,66848,64372,46542,30116,20149,9219,2870
1995,20,長野県,女,52884,57013,63560,67154,67860,67287,64898,65037,73309,85046,74379,69002,72666,73429,62386,46703,34321,18756,7745
2000,20,長野県,男,55013,55911,60308,60074,60210,80564,72693,68247,67481,75510,86824,73402,64269,63186,58393,39531,22219,11914,4454
2000,20,長野県,女,51821,53659,57594,57647,59130,75462,69460,66170,65732,73238,84764,74608,69090,71002,70461,57761,39235,24554,12417
2005,20,長野県,男,50411,54337,55443,53070,47765,64617,77542,69754,66121,64874,72893,84024,71630,61188,57867,50128,30467,13716,6260
2005,20,長野県,女,47898,51217,53077,50633,45709,61036,72413,66452,63876,63711,71900,84211,74301,67480,68319,65855,50347,30275,18537
2010,20,長野県,男,46094,51041,54786,50500,42651,53632,66161,78397,70401,65906,64464,72160,82953,69114,57024,50547,39182,19560,7915
2010,20,長野県,女,43867,48499,51455,48372,41657,50829,63361,74860,68621,65189,64436,72553,84580,73304,65496,64270,58450,39619,24820
2015,20,長野県,男,42559,45458,50621,50771,44453,46598,53483,65445,77438,69255,64841,63071,70030,79477,64294,50198,40199,25998,11735
2015,20,長野県,女,40374,43402,47991,47846,42542,43715,50447,62776,74064,67828,64418,63965,71914,83226,71046,61704,57227,46463,33786
2020,20,長野県,男,37011,42045,45106,47952,46632,47271,46422,52873,64536,76081,67980,63263,60970,66804,74113,56851,40405,27342,16769
2020,20,長野県,女,35117,39993,43014,45603,44269,44232,43513,50024,62126,73233,67027,63820,63215,70592,80715,67053,55360,46316,43174
2025,20,長野県,男,33302,36595,41754,42785,44141,49436,47134,45957,52220,63442,74711,66390,61282,58285,62338,66134,46181,28024,19951
2025,20,長野県,女,31595,34801,39658,40899,42261,45999,44095,43217,49573,61451,72398,66454,63153,62114,68482,76522,60523,45431,48935
2030,20,長野県,男,31426,32927,36349,39602,39429,46823,49259,46657,45397,51366,62322,72996,64409,58680,54521,55688,54521,32498,21950
2030,20,長野県,女,29813,31316,34528,37720,37950,43935,45833,43780,42838,49065,60769,71803,65810,62105,60336,64954,69606,50180,51963
2035,20,長野県,男,30217,31085,32717,34488,36475,41945,46672,48741,46077,44657,50496,60927,70857,61763,55010,48943,45992,39273,25387
2035,20,長野県,女,28666,29561,31074,32848,35025,39520,43765,45496,43389,42407,48545,60295,71150,64774,60397,57368,59116,58594,57193
2040,20,長野県,男,28730,29886,30878,31038,31759,38834,41830,46181,48130,45330,43910,49415,59184,67982,57990,49569,40782,33234,31405
2040,20,長野県,女,27257,28419,29329,29559,30494,36482,39398,43439,45087,42955,41961,48209,59769,70042,63045,57557,52452,49848,67046
1980,21,岐阜県,男,73315,88814,79107,70182,53738,66974,86139,74196,68679,67953,63107,43885,34574,31070,24243,16413,8060,2837,669
1980,21,岐阜県,女,69373,84781,75359,73215,64116,71437,86581,75368,70077,68423,63206,53899,43623,39153,29561,20516,11360,4571,1442
1985,21,岐阜県,男,63461,75705,90637,76516,56832,57878,69576,88695,75244,68480,66806,61385,42044,32100,27190,18918,10521,3858,1003
1985,21,岐阜県,女,60808,71687,86395,76607,67153,61955,72758,88323,76032,69893,67987,62436,52734,41763,36150,25327,15022,6544,2001
1990,21,岐阜県,男,56108,65428,77031,86635,62014,60441,59707,71343,89751,75005,67274,64939,58701,39269,28433,21850,12613,5272,1497
1990,21,岐阜県,女,53505,62642,72951,86484,70362,64247,62341,73988,88888,75595,69322,67115,61181,50845,39103,31760,19607,9205,3140
1995,21,岐阜県,男,52501,58554,66756,74306,74758,65917,63316,62059,72569,89889,74171,65885,62168,54411,35110,23195,15116,6697,2113
1995,21,岐阜県,女,50224,55735,63963,72932,80677,68494,65276,64088,74769,88943,75420,68739,65918,59154,48189,35053,25526,12709,4936
2000,21,岐阜県,男,52421,53692,59167,63896,63291,76724,66752,63874,62147,71856,88136,72244,63497,57766,48542,29251,16667,8668,3100
2000,21,岐阜県,女,49967,51370,56152,61977,66751,77700,67804,65636,64426,74261,88040,74400,67652,63664,55976,43870,29236,18143,8285
2005,21,岐阜県,男,48256,52738,53476,56282,52900,61890,74604,65511,62627,60734,69750,85281,69598,59683,52161,40900,22015,10113,4430
2005,21,岐阜県,女,46354,50270,51081,53652,53711,60684,72790,65715,64445,63113,72892,86559,73075,65451,60611,51817,37849,22130,13224
2010,21,岐阜県,男,44797,49745,53590,51588,48499,54739,63778,76418,66608,62923,60298,68611,83294,66417,54938,44619,31052,13630,5478
2010,21,岐阜県,女,42916,47720,50980,50081,50005,54593,62544,75056,67199,64963,63251,72663,85689,71366,62832,56596,45540,29135,17796
2015,21,岐阜県,男,41755,44921,49732,51822,47753,49579,54809,63817,75993,66069,61913,58915,66263,79236,61137,47370,34487,19870,7791
2015,21,岐阜県,女,39612,43079,47624,49933,47944,48745,53211,61920,74442,66552,64244,62482,71506,83773,68659,58809,49891,35426,24389
2020,21,岐阜県,男,36614,41715,44811,48505,49433,48596,49450,54500,63141,74997,64779,60258,56686,62783,73074,52974,37068,22609,11777
2020,21,岐阜県,女,34733,39607,42934,46942,48928,47354,47794,52619,61327,73658,65758,63369,61386,69758,80569,64233,52074,39420,31820
2025,21,岐阜県,男,33130,36600,41647,43791,46332,50260,48538,49235,53979,62337,73555,63118,58102,53848,58014,64007,41883,24793,14896
2025,21,岐阜県,女,31435,34750,39514,42362,46091,48413,46545,47338,52168,60702,72802,64908,62332,59961,67163,75771,57231,41753,38514
2030,21,岐阜県,男,31534,33125,36546,40716,41910,47159,50177,48310,48763,53309,61162,71692,60947,55292,49928,50963,51490,28478,17399
2030,21,岐阜県,女,29917,31451,34676,39019,41658,45654,47594,46090,46941,51658,60022,71885,63902,60939,57842,63253,68113,46404,43671
2035,21,岐阜県,男,30253,31529,33080,35747,38990,42721,47090,49919,47846,48170,52328,59653,69267,58107,51405,44138,41187,35952,20539
2035,21,岐阜県,女,28702,29939,31387,34253,38397,41305,44878,47120,45713,46495,51087,59286,70797,62531,58882,54647,56982,56177,49840
2040,21,岐阜県,男,28538,30244,31489,32361,34239,39760,42672,46847,49428,47269,47304,51071,57684,66073,54151,45660,36052,28964,26387
2040,21,岐阜県,女,27072,28713,29875,31004,33714,38071,40614,44426,46736,45279,45985,50487,58414,69312,60498,55764,49495,47178,60695
1980,22,静岡県,男,133130,155755,138109,119079,99084,133048,160281,139275,126277,121072,107688,73874,56178,50102,39337,25068,12662,4446,1138
1980,22,静岡県,女,126469,148810,130543,117117,108074,132399,157180,137057,123150,118541,107154,90914,73764,64521,48698,34669,20476,8679,2731
1985,22,静岡県,男,116703,134157,156146,129208,102284,115944,136460,161254,139099,124804,117731,104057,70742,51916,43765,30646,16356,6218,1679
1985,22,静岡県,女,111587,127541,149284,125399,108622,114100,133716,157592,136583,121999,117297,105842,89020,70981,60204,42445,26284,12418,4224
1990,22,静岡県,男,102925,117924,134526,144297,112648,119640,119538,138366,161927,138519,123286,114699,99936,66082,46380,35596,20825,8497,2549
1990,22,静岡県,女,98365,112934,127884,140752,116282,115126,115626,134207,157591,135499,121261,116448,104609,86191,67302,54079,33707,17019,6672
1995,22,静岡県,男,94121,104394,118574,124413,129509,129955,123397,121545,139003,161481,136341,119858,108906,92785,59090,38196,25049,11364,3725
1995,22,静岡県,女,89078,99693,113585,119139,130511,123666,117779,117146,134847,156863,135070,120413,114543,101666,82265,61159,44605,23201,10425
2000,22,静岡県,男,92442,94583,104677,109017,107932,145022,132167,123646,121299,137812,158664,132426,115146,101043,83207,49728,27838,14524,5446
2000,22,静岡県,女,88031,89408,99845,104212,105842,137437,124752,117790,117200,133747,155433,133837,118875,111421,97001,75804,51522,32178,15862
2005,22,静岡県,男,87073,90912,92949,94824,90980,116823,142568,128356,119858,117642,133312,153466,127624,108473,91376,70435,37923,17262,7711
2005,22,静岡県,女,82018,86476,87986,90457,88431,109109,133449,120086,114317,114115,131090,153216,131919,115792,107012,90487,66226,39670,24439
2010,22,静岡県,男,82680,88106,91849,86793,83153,106744,121859,144785,129875,120400,116754,131196,149444,121548,99625,78520,53536,23448,9699
2010,22,静岡県,女,79098,82797,87045,82236,80686,98269,114319,136535,123222,115901,114589,131016,152139,129487,111738,100010,80195,51606,32395
2015,22,静岡県,男,77039,81554,87468,86465,80778,93159,108048,121319,143586,128753,118544,114233,126780,142578,112224,86650,61006,34502,13978
2015,22,静岡県,女,73086,77914,81847,82114,76312,85254,98225,113091,135201,121788,114472,113358,129242,149401,125323,104958,89019,63247,43983
2020,22,静岡県,男,67090,76059,80925,83653,82634,87406,93308,106792,119540,141384,125996,115225,109709,120118,131612,97817,68038,40319,21284
2020,22,静岡県,女,63649,72121,77099,78494,78639,79654,85068,97060,111827,133486,120108,112941,111459,126397,144318,117600,93665,71183,57444
2025,22,静岡県,男,60644,66282,75542,77441,80036,89169,87708,92344,105301,117745,138422,122611,110876,104231,111095,116014,77647,45839,27442
2025,22,静岡県,女,57536,62837,71422,73947,75282,82063,79677,84180,96064,110457,131692,118583,111188,109146,122214,136144,105598,75948,69966
2030,22,静岡県,男,57661,59925,65840,72264,74120,86303,89438,86836,91073,103749,115317,134780,118140,105561,96763,98214,93740,53141,32925
2030,22,静岡県,女,54708,56816,62245,68502,70924,78573,82057,78859,83341,94912,109008,130067,116840,109004,105735,115423,123358,86578,79818
2035,22,静岡県,男,55117,56979,59531,62990,69094,80048,86532,88537,85670,89749,101658,112352,129961,112661,98289,86095,79706,65868,39357
2035,22,静岡県,女,52292,54022,56286,59705,65675,74056,78553,81201,78081,82353,93699,107715,128225,114651,105754,100181,104779,102839,92472
2040,22,静岡県,男,52140,54465,56602,56947,60222,74657,80270,85638,87349,84457,87974,99111,108427,124079,105156,87879,70625,56329,50077
2040,22,静岡県,女,49468,51636,53517,53977,57227,68577,74023,77730,80411,77173,81322,92625,106250,125904,111374,100438,91448,87632,112223
1980,23,愛知県,男,244535,297397,256183,238410,226100,245128,308494,273938,237312,210753,172426,113497,87032,80043,58935,36730,17282,5605,1267
1980,23,愛知県,女,232382,282268,242594,232340,216029,238153,301410,261286,222704,200017,167145,137653,112478,100059,73095,48893,26469,10572,3263
1985,23,愛知県,男,210054,238798,292832,269930,249186,219022,239504,301641,268592,232886,204901,165088,106631,79443,68956,45554,23244,8338,2050
1985,23,愛知県,女,199823,227093,278129,254948,236149,207374,234985,296483,257739,219509,196373,163410,133816,107467,92647,62879,36259,15382,5004
1990,23,愛知県,男,188992,207438,236865,306426,281201,249779,218489,238198,300715,267111,229365,197936,156008,98139,69588,54636,30133,11462,3118
1990,23,愛知県,女,180459,197486,225543,289267,261659,231126,206732,233007,294380,254756,216612,192701,159353,128453,100731,81520,48720,22077,7706
1995,23,愛知県,男,181283,187162,205466,246212,314824,282388,248525,216522,236560,298496,262050,222324,186490,143848,86746,55884,37588,15710,4580
1995,23,愛知県,女,172872,178420,195789,233673,297735,259646,231106,205638,231838,291839,252098,213246,187885,153558,121225,90221,65338,32031,12297
2000,23,愛知県,男,187957,179607,185955,214596,254353,314594,279168,245687,214649,233245,291592,253252,211303,172125,127381,72220,40393,21362,7155
2000,23,愛知県,女,179196,171178,177387,201627,239185,294477,258813,230168,204612,229636,287690,247510,208700,181366,145586,110369,74783,46422,20837
2005,23,愛知県,男,178631,184370,176134,192300,223494,256282,310270,273165,240659,209526,226625,281259,240623,197336,154417,106869,53796,24180,10710
2005,23,愛知県,女,169090,175643,168171,178907,201798,233355,287790,250636,223596,199490,224713,281037,241189,201066,172329,133961,94721,56330,33665
2010,23,愛知県,男,177425,181173,187169,185766,209871,243198,268660,319697,280543,242768,210174,224481,272179,227743,180206,131473,79887,32879,12562
2010,23,愛知県,女,168913,172078,178496,175904,194117,219053,249447,299066,259338,229836,203310,224979,279058,236737,194470,161255,117839,72613,44421
2015,23,愛知県,男,172044,175361,180510,190288,200272,225557,249069,271045,320009,279075,240123,206106,216134,258297,209614,156335,102133,52058,18545
2015,23,愛知県,女,163216,167488,171576,181468,186106,202924,223390,250216,298698,258921,228480,201245,221857,274338,230304,184461,145144,95033,62967
2020,23,愛知県,男,153080,170075,174476,182164,200890,210150,226488,247541,268355,315352,273539,233409,197079,203779,237608,182011,122254,67361,29791
2020,23,愛知県,女,145232,161784,166803,173419,190032,191652,204269,222372,248679,296723,256293,225253,197596,216777,265231,216399,164400,116485,85603
2025,23,愛知県,男,141147,151414,169329,175988,192314,210767,211432,225259,245154,264562,309241,266125,223565,186298,187893,208746,144032,82118,41666
2025,23,愛知県,女,133916,144023,161217,168503,181743,195815,193408,203569,221192,247173,293783,252799,221368,193304,209844,250633,194140,133700,110955
2030,23,愛知県,男,137593,139618,150774,170642,185552,201845,212088,210372,223049,241695,259535,301011,255211,211756,172402,165684,168305,98438,53649
2030,23,愛知県,女,130542,132809,143545,162765,176433,187352,197541,192761,202493,219880,244803,289862,248582,216726,187453,198731,227112,159682,134856
2035,23,愛知県,男,134508,136090,139024,151902,179570,194719,203067,211033,208374,219913,237170,252770,288891,242166,196533,153015,134337,118429,67271
2035,23,愛知県,女,127615,129442,132370,144893,170158,181844,188949,196850,191769,201295,217826,241620,285122,243554,210419,178105,180769,190234,164809
2040,23,愛知県,男,129227,133021,135502,140003,159714,188245,195831,202018,209042,205513,215840,231103,242802,274406,225350,175303,125458,95370,85891
2040,23,愛知県,女,122597,126519,129005,133545,151346,175202,183302,188278,195817,190661,199423,215060,237793,279480,236757,200377,162993,152327,205511
1980,24,三重県,男,60041,72652,65216,60222,45673,57076,71680,63643,58959,60468,57368,36231,29756,28507,23154,15806,7799,2610,626
1980,24,三重県,女,56877,69270,61913,59345,51245,59210,72362,64343,59796,60103,56837,49060,40435,38107,29934,21657,12237,4989,1593
1985,24,三重県,男,53153,62592,74798,63561,50415,50686,58938,74180,64912,58784,59467,55843,34872,27591,24927,17883,10080,3761,899
1985,24,三重県,女,51040,59226,71084,61427,54050,52405,61181,74606,64891,59717,59944,56399,48230,39144,35367,25923,15931,7052,2257
